,Unnamed: 0,t1_score,t2_score,id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3
394,394,,,395,2013,6,4/13/2013,2,13,2,2,normal,0.0,2,41.0,0.0,RG Sharma,Wankhede Stadium,S Ravi,SJA Taufel,
395,395,,,396,2013,12,4/13/2013,5,9,9,1,normal,0.0,9,0.0,4.0,RA Jadeja,"MA Chidambaram Stadium, Chepauk",Asad Rauf,AK Chaudhary,
396,396,,,397,2013,7,4/14/2013,6,1,6,2,normal,0.0,6,48.0,0.0,G Gambhir,Eden Gardens,M Erasmus,VA Kulkarni,
397,397,,,398,2013,11,4/14/2013,8,10,10,1,normal,0.0,10,0.0,6.0,JP Faulkner,Sawai Mansingh Stadium,Aleem Dar,C Shamshuddin,
398,398,,,399,2013,12,4/15/2013,13,9,13,2,normal,0.0,13,24.0,0.0,SPD Smith,"MA Chidambaram Stadium, Chepauk",Asad Rauf,AK Chaudhary,
399,399,,,400,2013,9,4/16/2013,8,6,6,1,normal,0.0,8,4.0,0.0,MS Gony,"Punjab Cricket Association Stadium, Mohali",CK Nandan,SJA Taufel,
400,400,,,401,2013,5,4/16/2013,7,5,5,1,tie,0.0,5,0.0,0.0,V Kohli,M Chinnaswamy Stadium,M Erasmus,VA Kulkarni,
401,401,,,402,2013,2,4/17/2013,1,13,13,1,normal,0.0,1,11.0,0.0,A Mishra,Subrata Roy Sahara Stadium,Asad Rauf,AK Chaudhary,
402,402,,,403,2013,11,4/17/2013,10,2,10,2,normal,0.0,10,87.0,0.0,AM Rahane,Sawai Mansingh Stadium,Aleem Dar,C Shamshuddin,
403,403,,,404,2013,8,4/18/2013,9,7,9,2,normal,0.0,9,86.0,0.0,MEK Hussey,Feroz Shah Kotla,M Erasmus,VA Kulkarni,
404,404,,,405,2013,1,4/19/2013,8,1,8,2,normal,0.0,1,0.0,5.0,GH Vihari,"Rajiv Gandhi International Stadium, Uppal",HDPK Dharmasena,CK Nandan,
405,405,,,406,2013,7,4/20/2013,6,9,6,2,normal,0.0,9,0.0,4.0,RA Jadeja,Eden Gardens,Asad Rauf,AK Chaudhary,
406,406,,,407,2013,5,4/20/2013,10,5,5,1,normal,0.0,5,0.0,7.0,R Vinay Kumar,M Chinnaswamy Stadium,Aleem Dar,C Shamshuddin,
407,407,,,408,2013,8,4/21/2013,2,7,2,2,normal,0.0,7,0.0,9.0,V Sehwag,Feroz Shah Kotla,HDPK Dharmasena,S Ravi,
408,408,,,409,2013,9,4/21/2013,13,8,8,1,normal,0.0,8,0.0,7.0,DA Miller,"Punjab Cricket Association Stadium, Mohali",M Erasmus,K Srinath,
409,409,,,410,2013,12,4/22/2013,10,9,10,2,normal,0.0,9,0.0,5.0,MEK Hussey,"MA Chidambaram Stadium, Chepauk",S Asnani,AK Chaudhary,
410,410,,,411,2013,5,4/23/2013,5,13,13,1,normal,0.0,5,130.0,0.0,CH Gayle,M Chinnaswamy Stadium,Aleem Dar,C Shamshuddin,
411,411,,,412,2013,24,5/16/2013,8,7,7,1,normal,0.0,8,7.0,0.0,DA Miller,Himachal Pradesh Cricket Association Stadium,HDPK Dharmasena,S Ravi,
412,412,,,413,2013,7,4/24/2013,6,2,6,2,normal,0.0,2,0.0,5.0,DR Smith,Eden Gardens,HDPK Dharmasena,S Ravi,
413,413,,,414,2013,12,4/25/2013,1,9,1,2,normal,0.0,9,0.0,5.0,MS Dhoni,"MA Chidambaram Stadium, Chepauk",Aleem Dar,S Das,
414,414,,,415,2013,7,4/26/2013,8,6,8,2,normal,0.0,6,0.0,6.0,JH Kallis,Eden Gardens,CK Nandan,S Ravi,
415,415,,,416,2013,11,4/27/2013,1,10,1,2,normal,0.0,10,0.0,8.0,JP Faulkner,Sawai Mansingh Stadium,VA Kulkarni,K Srinath,
416,416,,,417,2013,6,4/27/2013,2,5,2,2,normal,0.0,2,58.0,0.0,DR Smith,Wankhede Stadium,Asad Rauf,S Asnani,
417,417,,,418,2013,12,4/28/2013,9,6,6,1,normal,0.0,9,14.0,0.0,MEK Hussey,"MA Chidambaram Stadium, Chepauk",Aleem Dar,SJA Taufel,
418,418,,,419,2013,27,4/28/2013,7,13,13,1,normal,0.0,7,15.0,0.0,DA Warner,Shaheed Veer Narayan Singh International Stadium,CK Nandan,S Ravi,
419,419,,,420,2013,11,4/29/2013,5,10,10,1,normal,0.0,10,0.0,4.0,SV Samson,Sawai Mansingh Stadium,M Erasmus,K Srinath,
420,420,,,421,2013,6,4/29/2013,2,8,2,2,normal,0.0,2,4.0,0.0,RG Sharma,Wankhede Stadium,Asad Rauf,AK Chaudhary,
421,421,,,422,2013,2,4/30/2013,9,13,9,2,normal,0.0,9,37.0,0.0,MS Dhoni,Subrata Roy Sahara Stadium,S Das,SJA Taufel,
422,422,,,423,2013,1,5/1/2013,2,1,2,2,normal,0.0,1,0.0,7.0,I Sharma,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,S Asnani,
423,423,,,424,2013,27,5/1/2013,6,7,6,2,normal,0.0,7,0.0,7.0,DA Warner,Shaheed Veer Narayan Singh International Stadium,HDPK Dharmasena,CK Nandan,
424,424,,,425,2013,12,5/2/2013,9,8,9,2,normal,0.0,9,15.0,0.0,SK Raina,"MA Chidambaram Stadium, Chepauk",M Erasmus,VA Kulkarni,
425,425,,,426,2013,2,5/2/2013,5,13,5,2,normal,0.0,5,17.0,0.0,AB de Villiers,Subrata Roy Sahara Stadium,Aleem Dar,C Shamshuddin,
426,426,,,427,2013,7,5/3/2013,10,6,10,2,normal,0.0,6,0.0,8.0,YK Pathan,Eden Gardens,HDPK Dharmasena,CK Nandan,
427,427,,,428,2013,1,5/4/2013,7,1,7,2,normal,0.0,1,0.0,6.0,DJG Sammy,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,S Asnani,
428,428,,,429,2013,5,5/14/2013,5,8,8,1,normal,0.0,8,0.0,7.0,AC Gilchrist,M Chinnaswamy Stadium,HDPK Dharmasena,S Ravi,
429,429,,,430,2013,6,5/5/2013,2,9,2,2,normal,0.0,2,60.0,0.0,MG Johnson,Wankhede Stadium,HDPK Dharmasena,CK Nandan,
430,430,,,431,2013,11,5/5/2013,13,10,13,2,normal,0.0,10,0.0,5.0,AM Rahane,Sawai Mansingh Stadium,C Shamshuddin,RJ Tucker,
431,431,,,432,2013,5,4/9/2013,1,5,1,2,normal,0.0,5,0.0,7.0,V Kohli,M Chinnaswamy Stadium,S Ravi,SJA Taufel,
432,432,,,433,2013,11,5/7/2013,7,10,7,2,normal,0.0,10,0.0,9.0,AM Rahane,Sawai Mansingh Stadium,Aleem Dar,RJ Tucker,
433,433,,,434,2013,6,5/7/2013,2,6,2,2,normal,0.0,2,65.0,0.0,SR Tendulkar,Wankhede Stadium,HDPK Dharmasena,S Ravi,
434,434,,,435,2013,1,5/8/2013,9,1,1,1,normal,0.0,9,77.0,0.0,SK Raina,"Rajiv Gandhi International Stadium, Uppal",S Das,NJ Llong,
435,435,,,436,2013,9,5/9/2013,8,10,10,1,normal,0.0,10,0.0,8.0,KK Cooper,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,S Ravi,
436,436,,,437,2013,2,5/9/2013,6,13,6,2,normal,0.0,6,46.0,0.0,G Gambhir,Subrata Roy Sahara Stadium,Asad Rauf,S Asnani,
437,437,,,438,2013,8,5/10/2013,5,7,7,1,normal,0.0,5,4.0,0.0,JD Unadkat,Feroz Shah Kotla,NJ Llong,K Srinath,
438,438,,,439,2013,2,5/11/2013,13,2,13,2,normal,0.0,2,0.0,5.0,MG Johnson,Subrata Roy Sahara Stadium,Asad Rauf,AK Chaudhary,
439,439,,,440,2013,9,5/11/2013,1,8,8,1,normal,0.0,1,30.0,0.0,PA Patel,"Punjab Cricket Association Stadium, Mohali",S Das,RJ Tucker,
440,440,,,441,2013,28,5/12/2013,5,6,6,1,normal,0.0,6,0.0,5.0,JH Kallis,JSCA International Stadium Complex,NJ Llong,K Srinath,
441,441,,,442,2013,11,5/12/2013,9,10,10,1,normal,0.0,10,0.0,5.0,SR Watson,Sawai Mansingh Stadium,HDPK Dharmasena,CK Nandan,
442,442,,,443,2013,8,4/23/2013,7,8,8,1,normal,0.0,8,0.0,5.0,Harmeet Singh,Feroz Shah Kotla,VA Kulkarni,K Srinath,
443,443,,,444,2013,6,5/13/2013,1,2,1,2,normal,0.0,2,0.0,7.0,KA Pollard,Wankhede Stadium,AK Chaudhary,SJA Taufel,
444,444,,,445,2013,28,5/15/2013,13,6,6,1,normal,0.0,13,7.0,0.0,MK Pandey,JSCA International Stadium Complex,NJ Llong,K Srinath,
445,445,,,446,2013,12,5/14/2013,9,7,9,2,normal,0.0,9,33.0,0.0,MS Dhoni,"MA Chidambaram Stadium, Chepauk",C Shamshuddin,RJ Tucker,
446,446,,,447,2013,6,5/15/2013,2,10,10,1,normal,0.0,2,14.0,0.0,AP Tare,Wankhede Stadium,Asad Rauf,S Asnani,
447,447,,,448,2013,9,5/6/2013,5,8,8,1,normal,0.0,8,0.0,6.0,DA Miller,"Punjab Cricket Association Stadium, Mohali",VA Kulkarni,NJ Llong,
448,448,,,449,2013,1,5/17/2013,1,10,1,2,normal,0.0,1,23.0,0.0,A Mishra,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,AK Chaudhary,
449,449,,,450,2013,24,5/18/2013,8,2,2,1,normal,0.0,8,50.0,0.0,Azhar Mahmood,Himachal Pradesh Cricket Association Stadium,HDPK Dharmasena,CK Nandan,
450,450,,,451,2013,2,5/19/2013,13,7,13,2,normal,0.0,13,38.0,0.0,LJ Wright,Subrata Roy Sahara Stadium,NJ Llong,SJA Taufel,
451,451,,,452,2013,5,5/18/2013,5,9,9,1,normal,0.0,5,24.0,0.0,V Kohli,M Chinnaswamy Stadium,C Shamshuddin,RJ Tucker,
452,452,,,453,2013,1,5/19/2013,6,1,6,2,normal,0.0,1,0.0,5.0,PA Patel,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,S Asnani,
453,453,,,454,2013,8,5/21/2013,9,2,9,2,normal,0.0,9,48.0,0.0,MEK Hussey,Feroz Shah Kotla,NJ Llong,RJ Tucker,
454,454,,,455,2013,8,5/22/2013,1,10,1,2,normal,0.0,10,0.0,4.0,BJ Hodge,Feroz Shah Kotla,S Ravi,RJ Tucker,
455,455,,,456,2013,7,5/24/2013,10,2,10,2,normal,0.0,2,0.0,4.0,Harbhajan Singh,Eden Gardens,C Shamshuddin,SJA Taufel,
456,456,,,457,2013,7,5/26/2013,2,9,2,2,normal,0.0,2,23.0,0.0,KA Pollard,Eden Gardens,HDPK Dharmasena,SJA Taufel,
457,457,,,458,2014,29,4/16/2014,6,2,6,2,normal,0.0,6,41.0,0.0,JH Kallis,Sheikh Zayed Stadium,M Erasmus,RK Illingworth,
458,458,,,459,2014,30,4/17/2014,7,5,5,1,normal,0.0,5,0.0,8.0,YS Chahal,Sharjah Cricket Stadium,Aleem Dar,S Ravi,
459,459,,,460,2014,29,4/18/2014,9,8,9,2,normal,0.0,8,0.0,6.0,GJ Maxwell,Sheikh Zayed Stadium,RK Illingworth,C Shamshuddin,
460,460,,,461,2014,29,4/18/2014,1,10,10,1,normal,0.0,10,0.0,4.0,AM Rahane,Sheikh Zayed Stadium,BF Bowden,RK Illingworth,
461,461,,,462,2014,31,4/19/2014,2,5,5,1,normal,0.0,5,0.0,7.0,PA Patel,Dubai International Cricket Stadium,Aleem Dar,AK Chaudhary,
462,462,,,463,2014,31,4/19/2014,6,7,6,2,normal,0.0,7,0.0,4.0,JP Duminy,Dubai International Cricket Stadium,Aleem Dar,VA Kulkarni,
463,463,,,464,2014,30,4/20/2014,10,8,8,1,normal,0.0,8,0.0,7.0,GJ Maxwell,Sharjah Cricket Stadium,BF Bowden,M Erasmus,
464,464,,,465,2014,29,4/21/2014,9,7,9,2,normal,0.0,9,93.0,0.0,SK Raina,Sheikh Zayed Stadium,RK Illingworth,C Shamshuddin,
465,465,,,466,2014,30,4/22/2014,8,1,1,1,normal,0.0,8,72.0,0.0,GJ Maxwell,Sharjah Cricket Stadium,M Erasmus,S Ravi,
466,466,,,467,2014,31,4/23/2014,9,10,10,1,normal,0.0,9,7.0,0.0,RA Jadeja,Dubai International Cricket Stadium,HDPK Dharmasena,RK Illingworth,
467,467,,,468,2014,30,4/24/2014,6,5,5,1,normal,0.0,6,2.0,0.0,CA Lynn,Sharjah Cricket Stadium,Aleem Dar,VA Kulkarni,
468,468,,,469,2014,31,4/25/2014,1,7,1,2,normal,0.0,1,4.0,0.0,AJ Finch,Dubai International Cricket Stadium,M Erasmus,S Ravi,
469,469,,,470,2014,31,4/25/2014,2,9,2,2,normal,0.0,9,0.0,7.0,MM Sharma,Dubai International Cricket Stadium,BF Bowden,M Erasmus,
470,470,,,471,2014,29,4/26/2014,5,10,10,1,normal,0.0,10,0.0,6.0,PV Tambe,Sheikh Zayed Stadium,HDPK Dharmasena,C Shamshuddin,
471,471,,,472,2014,29,4/26/2014,8,6,6,1,normal,0.0,8,23.0,0.0,Sandeep Sharma,Sheikh Zayed Stadium,HDPK Dharmasena,RK Illingworth,
472,472,,,473,2014,30,4/27/2014,2,7,2,2,normal,0.0,7,0.0,6.0,M Vijay,Sharjah Cricket Stadium,Aleem Dar,VA Kulkarni,
473,473,,,474,2014,30,4/27/2014,1,9,1,2,normal,0.0,9,0.0,5.0,DR Smith,Sharjah Cricket Stadium,AK Chaudhary,VA Kulkarni,
474,474,,,475,2014,31,4/28/2014,5,8,8,1,normal,0.0,8,0.0,5.0,Sandeep Sharma,Dubai International Cricket Stadium,BF Bowden,S Ravi,
475,475,,,476,2014,29,4/29/2014,10,6,10,2,tie,0.0,10,0.0,0.0,JP Faulkner,Sheikh Zayed Stadium,Aleem Dar,AK Chaudhary,
476,476,,,477,2014,31,4/30/2014,1,2,2,1,normal,0.0,1,15.0,0.0,B Kumar,Dubai International Cricket Stadium,HDPK Dharmasena,M Erasmus,
477,477,,,478,2014,28,5/2/2014,9,6,9,2,normal,0.0,9,34.0,0.0,RA Jadeja,JSCA International Stadium Complex,AK Chaudhary,NJ Llong,
478,478,,,479,2014,6,5/3/2014,8,2,8,2,normal,0.0,2,0.0,5.0,CJ Anderson,Wankhede Stadium,BNJ Oxenford,C Shamshuddin,
479,479,,,480,2014,8,5/3/2014,7,10,10,1,normal,0.0,10,0.0,7.0,KK Nair,Feroz Shah Kotla,SS Hazare,S Ravi,
480,480,,,481,2014,5,5/4/2014,1,5,5,1,normal,0.0,5,0.0,4.0,AB de Villiers,M Chinnaswamy Stadium,HDPK Dharmasena,VA Kulkarni,
481,481,,,482,2014,21,5/5/2014,10,6,6,1,normal,0.0,10,10.0,0.0,PV Tambe,"Sardar Patel Stadium, Motera",NJ Llong,CK Nandan,
482,482,,,483,2014,8,5/5/2014,7,9,9,1,normal,0.0,9,0.0,8.0,DR Smith,Feroz Shah Kotla,RM Deshpande,BNJ Oxenford,
483,483,,,484,2014,6,5/6/2014,2,5,5,1,normal,0.0,2,19.0,0.0,RG Sharma,Wankhede Stadium,S Ravi,K Srinath,
484,484,,,485,2014,8,5/7/2014,7,6,7,2,normal,0.0,6,0.0,8.0,G Gambhir,Feroz Shah Kotla,BNJ Oxenford,C Shamshuddin,
485,485,,,486,2014,22,5/7/2014,8,9,9,1,normal,0.0,8,44.0,0.0,GJ Maxwell,Barabati Stadium,HDPK Dharmasena,PG Pathak,
486,486,,,487,2014,21,5/8/2014,1,10,10,1,normal,0.0,1,32.0,0.0,B Kumar,"Sardar Patel Stadium, Motera",AK Chaudhary,NJ Llong,
487,487,,,488,2014,5,5/9/2014,8,5,5,1,normal,0.0,8,32.0,0.0,Sandeep Sharma,M Chinnaswamy Stadium,S Ravi,K Srinath,
488,488,,,489,2014,8,5/10/2014,7,1,1,1,normal,1.0,1,0.0,8.0,DW Steyn,Feroz Shah Kotla,RM Deshpande,BNJ Oxenford,
489,489,,,490,2014,6,5/10/2014,2,9,9,1,normal,0.0,9,0.0,4.0,DR Smith,Wankhede Stadium,HDPK Dharmasena,VA Kulkarni,
490,490,,,491,2014,22,5/11/2014,8,6,6,1,normal,0.0,6,0.0,9.0,G Gambhir,Barabati Stadium,NJ Llong,CK Nandan,
491,491,,,492,2014,5,5/11/2014,5,10,5,2,normal,0.0,10,0.0,5.0,JP Faulkner,M Chinnaswamy Stadium,S Ravi,RJ Tucker,
492,492,,,493,2014,1,5/12/2014,1,2,1,2,normal,0.0,2,0.0,7.0,AT Rayudu,"Rajiv Gandhi International Stadium, Uppal",HDPK Dharmasena,VA Kulkarni,
493,493,,,494,2014,28,5/13/2014,10,9,10,2,normal,0.0,9,0.0,5.0,RA Jadeja,JSCA International Stadium Complex,BNJ Oxenford,C Shamshuddin,
494,494,,,495,2014,5,5/13/2014,5,7,7,1,normal,0.0,5,16.0,0.0,Yuvraj Singh,M Chinnaswamy Stadium,K Srinath,RJ Tucker,
495,495,,,496,2014,1,5/14/2014,1,8,8,1,normal,0.0,8,0.0,6.0,WP Saha,"Rajiv Gandhi International Stadium, Uppal",VA Kulkarni,PG Pathak,
496,496,,,497,2014,22,5/14/2014,2,6,6,1,normal,0.0,6,0.0,6.0,RV Uthappa,Barabati Stadium,AK Chaudhary,NJ Llong,
497,497,,,498,2014,21,5/15/2014,10,7,7,1,normal,0.0,10,62.0,0.0,AM Rahane,"Sardar Patel Stadium, Motera",S Ravi,RJ Tucker,
498,498,,,499,2014,28,5/18/2014,9,5,9,2,normal,0.0,5,0.0,5.0,AB de Villiers,JSCA International Stadium Complex,BNJ Oxenford,C Shamshuddin,
499,499,,,500,2014,1,5/18/2014,1,6,1,2,normal,0.0,6,0.0,7.0,UT Yadav,"Rajiv Gandhi International Stadium, Uppal",NJ Llong,CK Nandan,
500,500,,,501,2014,21,5/19/2014,2,10,2,2,normal,0.0,2,25.0,0.0,MEK Hussey,"Sardar Patel Stadium, Motera",S Ravi,RJ Tucker,
501,501,,,502,2014,8,5/19/2014,7,8,8,1,normal,0.0,8,0.0,4.0,AR Patel,Feroz Shah Kotla,HDPK Dharmasena,PG Pathak,
502,502,,,503,2014,1,5/20/2014,5,1,5,2,normal,0.0,1,0.0,7.0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,NJ Llong,
503,503,,,504,2014,7,5/20/2014,9,6,6,1,normal,0.0,6,0.0,8.0,RV Uthappa,Eden Gardens,RM Deshpande,C Shamshuddin,
504,504,,,505,2014,9,5/21/2014,8,2,2,1,normal,0.0,2,0.0,7.0,LMP Simmons,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,VA Kulkarni,
505,505,,,506,2014,7,5/22/2014,6,5,5,1,normal,0.0,6,30.0,0.0,RV Uthappa,Eden Gardens,AK Chaudhary,CK Nandan,
506,506,,,507,2014,28,5/22/2014,9,1,1,1,normal,0.0,1,0.0,6.0,DA Warner,JSCA International Stadium Complex,BNJ Oxenford,C Shamshuddin,
507,507,,,508,2014,6,5/23/2014,2,7,7,1,normal,0.0,2,15.0,0.0,MEK Hussey,Wankhede Stadium,S Ravi,RJ Tucker,
508,508,,,509,2014,9,5/23/2014,8,10,10,1,normal,0.0,8,16.0,0.0,SE Marsh,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,PG Pathak,
509,509,,,510,2014,5,5/24/2014,5,9,9,1,normal,0.0,9,0.0,8.0,MS Dhoni,M Chinnaswamy Stadium,AK Chaudhary,NJ Llong,
510,510,,,511,2014,7,5/24/2014,1,6,6,1,normal,0.0,6,0.0,4.0,YK Pathan,Eden Gardens,RM Deshpande,BNJ Oxenford,
511,511,,,512,2014,9,5/25/2014,7,8,8,1,normal,0.0,8,0.0,7.0,M Vohra,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,VA Kulkarni,
512,512,,,513,2014,6,5/25/2014,10,2,2,1,normal,0.0,2,0.0,5.0,CJ Anderson,Wankhede Stadium,K Srinath,RJ Tucker,
513,513,,,514,2014,7,5/27/2014,6,8,8,1,normal,0.0,6,28.0,0.0,UT Yadav,Eden Gardens,NJ Llong,S Ravi,
514,514,,,515,2014,6,5/28/2014,2,9,9,1,normal,0.0,9,0.0,7.0,SK Raina,Brabourne Stadium,VA Kulkarni,BNJ Oxenford,
515,515,,,516,2014,6,5/30/2014,8,9,9,1,normal,0.0,8,24.0,0.0,V Sehwag,Wankhede Stadium,HDPK Dharmasena,RJ Tucker,
516,516,,,517,2014,5,6/1/2014,8,6,6,1,normal,0.0,6,0.0,3.0,MK Pandey,M Chinnaswamy Stadium,HDPK Dharmasena,BNJ Oxenford,
517,517,,,518,2015,7,4/8/2015,2,6,6,1,normal,0.0,6,0.0,7.0,M Morkel,Eden Gardens,S Ravi,C Shamshuddin,
518,518,,,519,2015,12,4/9/2015,9,7,7,1,normal,0.0,9,1.0,0.0,A Nehra,"MA Chidambaram Stadium, Chepauk",RK Illingworth,VA Kulkarni,
519,519,,,520,2015,2,4/10/2015,10,8,8,1,normal,0.0,10,26.0,0.0,JP Faulkner,Maharashtra Cricket Association Stadium,SD Fry,CB Gaffaney,
520,520,,,521,2015,12,4/11/2015,9,1,9,2,normal,0.0,9,45.0,0.0,BB McCullum,"MA Chidambaram Stadium, Chepauk",RK Illingworth,VA Kulkarni,
521,521,,,522,2015,7,4/11/2015,6,5,5,1,normal,0.0,5,0.0,3.0,CH Gayle,Eden Gardens,S Ravi,C Shamshuddin,
522,522,,,523,2015,8,4/12/2015,7,10,10,1,normal,0.0,10,0.0,3.0,DJ Hooda,Feroz Shah Kotla,SD Fry,CB Gaffaney,
523,523,,,524,2015,6,4/12/2015,8,2,2,1,normal,0.0,8,18.0,0.0,GJ Bailey,Wankhede Stadium,AK Chaudhary,K Srinivasan,
