,Unnamed: 0,t1_score,t2_score,id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3
524,524,,,525,2015,5,4/13/2015,5,1,1,1,normal,0.0,1,0.0,8.0,DA Warner,M Chinnaswamy Stadium,RM Deshpande,RK Illingworth,
525,525,,,526,2015,21,4/14/2015,2,10,2,2,normal,0.0,10,0.0,7.0,SPD Smith,"Sardar Patel Stadium, Motera",AK Chaudhary,SD Fry,
526,526,,,527,2015,7,4/30/2015,9,6,6,1,normal,0.0,6,0.0,7.0,AD Russell,Eden Gardens,AK Chaudhary,M Erasmus,
527,527,,,528,2015,2,4/15/2015,8,7,8,2,normal,0.0,7,0.0,5.0,MA Agarwal,Maharashtra Cricket Association Stadium,CB Gaffaney,K Srinath,
528,528,,,529,2015,26,4/16/2015,1,10,10,1,normal,0.0,10,0.0,6.0,AM Rahane,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,PG Pathak,S Ravi,
529,529,,,530,2015,6,4/17/2015,2,9,2,2,normal,0.0,9,0.0,6.0,A Nehra,Wankhede Stadium,AK Chaudhary,M Erasmus,
530,530,,,531,2015,26,4/18/2015,7,1,7,2,normal,0.0,7,4.0,0.0,JP Duminy,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,PG Pathak,S Ravi,
531,531,,,532,2015,2,4/18/2015,8,6,6,1,normal,0.0,6,0.0,4.0,AD Russell,Maharashtra Cricket Association Stadium,SD Fry,CK Nandan,
532,532,,,533,2015,21,4/19/2015,9,10,9,2,normal,0.0,10,0.0,8.0,AM Rahane,"Sardar Patel Stadium, Motera",AK Chaudhary,M Erasmus,
533,533,,,534,2015,5,4/19/2015,2,5,5,1,normal,0.0,2,18.0,0.0,Harbhajan Singh,M Chinnaswamy Stadium,RK Illingworth,VA Kulkarni,
534,534,,,535,2015,8,4/20/2015,7,6,6,1,normal,0.0,6,0.0,6.0,UT Yadav,Feroz Shah Kotla,SD Fry,CB Gaffaney,
535,535,,,536,2015,21,4/21/2015,10,8,8,1,tie,0.0,8,0.0,0.0,SE Marsh,"Sardar Patel Stadium, Motera",M Erasmus,S Ravi,
536,536,,,537,2015,26,4/22/2015,1,6,6,1,normal,1.0,1,16.0,0.0,DA Warner,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,RK Illingworth,VA Kulkarni,
537,537,,,538,2015,5,4/22/2015,9,5,5,1,normal,0.0,9,27.0,0.0,SK Raina,M Chinnaswamy Stadium,JD Cloete,C Shamshuddin,
538,538,,,539,2015,8,4/23/2015,7,2,2,1,normal,0.0,7,37.0,0.0,SS Iyer,Feroz Shah Kotla,SD Fry,CK Nandan,
539,539,,,540,2015,21,4/24/2015,10,5,5,1,normal,0.0,5,0.0,9.0,MA Starc,"Sardar Patel Stadium, Motera",M Erasmus,S Ravi,
540,540,,,541,2015,6,4/25/2015,2,1,2,2,normal,0.0,2,20.0,0.0,SL Malinga,Wankhede Stadium,HDPK Dharmasena,CB Gaffaney,
541,541,,,542,2015,12,4/25/2015,9,8,9,2,normal,0.0,9,97.0,0.0,BB McCullum,"MA Chidambaram Stadium, Chepauk",JD Cloete,C Shamshuddin,
542,542,,,543,2015,8,4/26/2015,7,5,5,1,normal,0.0,5,0.0,10.0,VR Aaron,Feroz Shah Kotla,M Erasmus,S Ravi,
543,543,,,544,2015,9,4/27/2015,1,8,8,1,normal,0.0,1,20.0,0.0,TA Boult,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,CB Gaffaney,
544,544,,,545,2015,7,5/7/2015,6,7,6,2,normal,0.0,6,13.0,0.0,PP Chawla,Eden Gardens,AK Chaudhary,M Erasmus,
545,545,,,546,2015,5,4/29/2015,5,10,10,1,no result,0.0,no result,0.0,0.0,,M Chinnaswamy Stadium,JD Cloete,PG Pathak,
546,546,,,547,2015,12,4/28/2015,9,6,6,1,normal,0.0,9,2.0,0.0,DJ Bravo,"MA Chidambaram Stadium, Chepauk",RM Deshpande,VA Kulkarni,
547,547,,,548,2015,8,5/1/2015,8,7,7,1,normal,0.0,7,0.0,9.0,NM Coulter-Nile,Feroz Shah Kotla,RK Illingworth,S Ravi,
548,548,,,549,2015,6,5/1/2015,2,10,10,1,normal,0.0,2,8.0,0.0,AT Rayudu,Wankhede Stadium,HDPK Dharmasena,CK Nandan,
549,549,,,550,2015,5,5/2/2015,6,5,5,1,normal,0.0,5,0.0,7.0,Mandeep Singh,M Chinnaswamy Stadium,JD Cloete,PG Pathak,
550,550,,,551,2015,1,5/2/2015,1,9,9,1,normal,0.0,1,22.0,0.0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,K Srinivasan,
551,551,,,552,2015,9,5/3/2015,2,8,2,2,normal,0.0,2,23.0,0.0,LMP Simmons,"Punjab Cricket Association Stadium, Mohali",RK Illingworth,VA Kulkarni,
552,552,,,553,2015,6,5/3/2015,10,7,7,1,normal,0.0,10,14.0,0.0,AM Rahane,Brabourne Stadium,HDPK Dharmasena,CB Gaffaney,
553,553,,,554,2015,12,5/4/2015,9,5,9,2,normal,0.0,9,24.0,0.0,SK Raina,"MA Chidambaram Stadium, Chepauk",C Shamshuddin,K Srinath,
554,554,,,555,2015,7,5/4/2015,6,1,1,1,normal,0.0,6,35.0,0.0,UT Yadav,Eden Gardens,AK Chaudhary,M Erasmus,
555,555,,,556,2015,6,5/5/2015,7,2,7,2,normal,0.0,2,0.0,5.0,Harbhajan Singh,Wankhede Stadium,HDPK Dharmasena,CB Gaffaney,
556,556,,,557,2015,5,5/6/2015,5,8,8,1,normal,0.0,5,138.0,0.0,CH Gayle,M Chinnaswamy Stadium,RK Illingworth,VA Kulkarni,
557,557,,,558,2015,6,5/7/2015,1,10,10,1,normal,0.0,1,7.0,0.0,EJG Morgan,Brabourne Stadium,JD Cloete,C Shamshuddin,
558,558,,,559,2015,12,5/8/2015,9,2,9,2,normal,0.0,2,0.0,6.0,HH Pandya,"MA Chidambaram Stadium, Chepauk",CB Gaffaney,CK Nandan,
559,559,,,560,2015,7,5/9/2015,8,6,8,2,normal,0.0,6,0.0,1.0,AD Russell,Eden Gardens,AK Chaudhary,HDPK Dharmasena,
560,560,,,561,2015,27,5/9/2015,1,7,1,2,normal,0.0,1,6.0,0.0,MC Henriques,Shaheed Veer Narayan Singh International Stadium,VA Kulkarni,S Ravi,
561,561,,,562,2015,6,5/10/2015,5,2,5,2,normal,0.0,5,39.0,0.0,AB de Villiers,Wankhede Stadium,JD Cloete,C Shamshuddin,
562,562,,,563,2015,12,5/10/2015,9,10,9,2,normal,0.0,9,12.0,0.0,RA Jadeja,"MA Chidambaram Stadium, Chepauk",M Erasmus,CK Nandan,
563,563,,,564,2015,1,5/11/2015,1,8,1,2,normal,0.0,1,5.0,0.0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,HDPK Dharmasena,
564,564,,,565,2015,27,5/12/2015,9,7,9,2,normal,0.0,7,0.0,6.0,Z Khan,Shaheed Veer Narayan Singh International Stadium,RK Illingworth,VA Kulkarni,
565,565,,,566,2015,9,5/13/2015,8,5,5,1,normal,0.0,8,22.0,0.0,AR Patel,"Punjab Cricket Association Stadium, Mohali",JD Cloete,C Shamshuddin,
566,566,,,567,2015,6,5/14/2015,2,6,6,1,normal,0.0,2,5.0,0.0,HH Pandya,Wankhede Stadium,RK Illingworth,VA Kulkarni,
567,567,,,568,2015,1,5/15/2015,1,5,1,2,normal,1.0,5,0.0,6.0,V Kohli,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,HDPK Dharmasena,
568,568,,,569,2015,9,5/16/2015,8,9,8,2,normal,0.0,9,0.0,7.0,P Negi,"Punjab Cricket Association Stadium, Mohali",CK Nandan,C Shamshuddin,
569,569,,,570,2015,6,5/16/2015,10,6,10,2,normal,0.0,10,9.0,0.0,SR Watson,Brabourne Stadium,RM Deshpande,RK Illingworth,
570,570,,,571,2015,5,5/17/2015,7,5,5,1,no result,0.0,no result,0.0,0.0,,M Chinnaswamy Stadium,HDPK Dharmasena,K Srinivasan,
571,571,,,572,2015,1,5/17/2015,1,2,1,2,normal,0.0,2,0.0,9.0,MJ McClenaghan,"Rajiv Gandhi International Stadium, Uppal",CB Gaffaney,K Srinath,
572,572,,,573,2015,6,5/19/2015,2,9,2,2,normal,0.0,2,25.0,0.0,KA Pollard,Wankhede Stadium,HDPK Dharmasena,RK Illingworth,
573,573,,,574,2015,2,5/20/2015,5,10,5,2,normal,0.0,5,71.0,0.0,AB de Villiers,Maharashtra Cricket Association Stadium,AK Chaudhary,C Shamshuddin,
574,574,,,575,2015,28,5/22/2015,5,9,9,1,normal,0.0,9,0.0,3.0,A Nehra,JSCA International Stadium Complex,AK Chaudhary,CB Gaffaney,
575,575,,,576,2015,7,5/24/2015,2,9,9,1,normal,0.0,2,41.0,0.0,RG Sharma,Eden Gardens,HDPK Dharmasena,RK Illingworth,
576,576,,,577,2016,6,4/9/2016,2,14,2,2,normal,0.0,14,0.0,9.0,AM Rahane,Wankhede Stadium,HDPK Dharmasena,CK Nandan,
577,577,,,578,2016,7,4/10/2016,7,6,6,1,normal,0.0,6,0.0,9.0,AD Russell,Eden Gardens,S Ravi,C Shamshuddin,
578,578,,,579,2016,9,4/11/2016,8,3,3,1,normal,0.0,3,0.0,5.0,AJ Finch,"Punjab Cricket Association IS Bindra Stadium, Mohali",AK Chaudhary,VA Kulkarni,
579,579,,,580,2016,5,4/12/2016,5,1,1,1,normal,0.0,5,45.0,0.0,AB de Villiers,M Chinnaswamy Stadium,HDPK Dharmasena,VK Sharma,
580,580,,,581,2016,7,4/13/2016,6,2,2,1,normal,0.0,2,0.0,6.0,RG Sharma,Eden Gardens,Nitin Menon,S Ravi,
581,581,,,582,2016,3,4/14/2016,14,3,14,2,normal,0.0,3,0.0,7.0,AJ Finch,Saurashtra Cricket Association Stadium,VA Kulkarni,CK Nandan,
582,582,,,583,2016,8,4/15/2016,8,7,7,1,normal,0.0,7,0.0,8.0,A Mishra,Feroz Shah Kotla,S Ravi,C Shamshuddin,
583,583,,,584,2016,1,4/16/2016,1,6,1,2,normal,0.0,6,0.0,8.0,G Gambhir,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,CK Nandan,
584,584,,,585,2016,6,4/16/2016,2,3,3,1,normal,0.0,3,0.0,3.0,AJ Finch,Wankhede Stadium,HDPK Dharmasena,VK Sharma,
585,585,,,586,2016,9,4/17/2016,14,8,14,2,normal,0.0,8,0.0,6.0,M Vohra,"Punjab Cricket Association IS Bindra Stadium, Mohali",S Ravi,C Shamshuddin,
586,586,,,587,2016,5,4/17/2016,5,7,7,1,normal,0.0,7,0.0,7.0,Q de Kock,M Chinnaswamy Stadium,VA Kulkarni,A Nand Kishore,
587,587,,,588,2016,1,4/18/2016,2,1,1,1,normal,0.0,1,0.0,7.0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",HDPK Dharmasena,VK Sharma,
588,588,,,589,2016,9,4/19/2016,8,6,6,1,normal,0.0,6,0.0,6.0,RV Uthappa,"Punjab Cricket Association IS Bindra Stadium, Mohali",S Ravi,C Shamshuddin,
589,589,,,590,2016,6,4/20/2016,5,2,2,1,normal,0.0,2,0.0,6.0,RG Sharma,Wankhede Stadium,AK Chaudhary,CK Nandan,
590,590,,,591,2016,3,4/21/2016,3,1,1,1,normal,0.0,1,0.0,10.0,B Kumar,Saurashtra Cricket Association Stadium,K Bharatan,HDPK Dharmasena,
591,591,,,592,2016,2,4/22/2016,5,14,14,1,normal,0.0,5,13.0,0.0,AB de Villiers,Maharashtra Cricket Association Stadium,CB Gaffaney,VK Sharma,
592,592,,,593,2016,8,4/23/2016,7,2,2,1,normal,0.0,7,10.0,0.0,SV Samson,Feroz Shah Kotla,S Ravi,C Shamshuddin,
593,593,,,594,2016,1,4/23/2016,8,1,1,1,normal,0.0,1,0.0,5.0,Mustafizur Rahman,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,CK Nandan,
594,594,,,595,2016,3,4/24/2016,5,3,5,2,normal,0.0,3,0.0,6.0,V Kohli,Saurashtra Cricket Association Stadium,K Bharatan,BNJ Oxenford,
595,595,,,596,2016,2,4/24/2016,14,6,6,1,normal,0.0,6,0.0,2.0,SA Yadav,Maharashtra Cricket Association Stadium,CB Gaffaney,A Nand Kishore,
596,596,,,597,2016,9,4/25/2016,2,8,8,1,normal,0.0,2,25.0,0.0,PA Patel,"Punjab Cricket Association IS Bindra Stadium, Mohali",Nitin Menon,RJ Tucker,
597,597,,,598,2016,1,4/26/2016,1,14,14,1,normal,1.0,14,34.0,0.0,AB Dinda,"Rajiv Gandhi International Stadium, Uppal",AY Dandekar,CK Nandan,
598,598,,,599,2016,8,4/27/2016,3,7,7,1,normal,0.0,3,1.0,0.0,CH Morris,Feroz Shah Kotla,M Erasmus,S Ravi,
599,599,,,600,2016,6,4/28/2016,6,2,2,1,normal,0.0,2,0.0,6.0,RG Sharma,Wankhede Stadium,Nitin Menon,RJ Tucker,
600,600,,,601,2016,2,4/29/2016,14,3,3,1,normal,0.0,3,0.0,3.0,DR Smith,Maharashtra Cricket Association Stadium,CB Gaffaney,BNJ Oxenford,
601,601,,,602,2016,8,4/30/2016,7,6,6,1,normal,0.0,7,27.0,0.0,CR Brathwaite,Feroz Shah Kotla,KN Ananthapadmanabhan,M Erasmus,
602,602,,,603,2016,1,4/30/2016,1,5,5,1,normal,0.0,1,15.0,0.0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,HDPK Dharmasena,
603,603,,,604,2016,3,5/1/2016,8,3,3,1,normal,0.0,8,23.0,0.0,AR Patel,Saurashtra Cricket Association Stadium,BNJ Oxenford,VK Sharma,
604,604,,,605,2016,2,5/1/2016,14,2,2,1,normal,0.0,2,0.0,8.0,RG Sharma,Maharashtra Cricket Association Stadium,AY Dandekar,RJ Tucker,
605,605,,,606,2016,5,5/2/2016,5,6,6,1,normal,0.0,6,0.0,5.0,AD Russell,M Chinnaswamy Stadium,M Erasmus,S Ravi,
606,606,,,607,2016,3,5/3/2016,3,7,7,1,normal,0.0,7,0.0,8.0,RR Pant,Saurashtra Cricket Association Stadium,CB Gaffaney,BNJ Oxenford,
607,607,,,608,2016,7,5/4/2016,6,8,8,1,normal,0.0,6,7.0,0.0,AD Russell,Eden Gardens,AK Chaudhary,HDPK Dharmasena,
608,608,,,609,2016,8,5/5/2016,7,14,14,1,normal,0.0,14,0.0,7.0,AM Rahane,Feroz Shah Kotla,C Shamshuddin,RJ Tucker,
609,609,,,610,2016,1,5/6/2016,3,1,1,1,normal,0.0,1,0.0,5.0,B Kumar,"Rajiv Gandhi International Stadium, Uppal",M Erasmus,S Ravi,
610,610,,,611,2016,5,5/7/2016,14,5,5,1,normal,0.0,5,0.0,7.0,V Kohli,M Chinnaswamy Stadium,CB Gaffaney,BNJ Oxenford,
611,611,,,612,2016,9,5/7/2016,8,7,7,1,normal,0.0,8,9.0,0.0,MP Stoinis,"Punjab Cricket Association IS Bindra Stadium, Mohali",HDPK Dharmasena,CK Nandan,
612,612,,,613,2016,26,5/8/2016,1,2,2,1,normal,0.0,1,85.0,0.0,A Nehra,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,S Ravi,C Shamshuddin,
613,613,,,614,2016,7,5/8/2016,6,3,3,1,normal,0.0,3,0.0,5.0,P Kumar,Eden Gardens,M Erasmus,RJ Tucker,
614,614,,,615,2016,9,5/9/2016,5,8,8,1,normal,0.0,5,1.0,0.0,SR Watson,"Punjab Cricket Association IS Bindra Stadium, Mohali",AK Chaudhary,HDPK Dharmasena,
615,615,,,616,2016,26,5/10/2016,1,14,1,2,normal,0.0,1,4.0,0.0,A Zampa,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,CB Gaffaney,VK Sharma,
616,616,,,617,2016,5,5/11/2016,5,2,2,1,normal,0.0,2,0.0,6.0,KH Pandya,M Chinnaswamy Stadium,AY Dandekar,C Shamshuddin,
617,617,,,618,2016,1,5/12/2016,1,7,7,1,normal,0.0,7,0.0,7.0,CH Morris,"Rajiv Gandhi International Stadium, Uppal",K Bharatan,M Erasmus,
618,618,,,619,2016,26,5/13/2016,2,8,2,2,normal,0.0,8,0.0,7.0,MP Stoinis,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,HDPK Dharmasena,CK Nandan,
619,619,,,620,2016,5,5/14/2016,5,3,3,1,normal,0.0,5,144.0,0.0,AB de Villiers,M Chinnaswamy Stadium,AY Dandekar,VK Sharma,
620,620,,,621,2016,7,5/14/2016,14,6,14,2,normal,1.0,6,0.0,8.0,YK Pathan,Eden Gardens,A Nand Kishore,BNJ Oxenford,
621,621,,,622,2016,9,5/15/2016,8,1,8,2,normal,0.0,1,0.0,7.0,HM Amla,"Punjab Cricket Association IS Bindra Stadium, Mohali",KN Ananthapadmanabhan,M Erasmus,
622,622,,,623,2016,26,5/15/2016,2,7,7,1,normal,0.0,2,80.0,0.0,KH Pandya,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Nitin Menon,CK Nandan,
623,623,,,624,2016,7,5/16/2016,6,5,5,1,normal,0.0,5,0.0,9.0,V Kohli,Eden Gardens,CB Gaffaney,A Nand Kishore,
624,624,,,625,2016,26,5/17/2016,7,14,14,1,normal,1.0,14,19.0,0.0,AB Dinda,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Nitin Menon,C Shamshuddin,
625,625,,,626,2016,5,5/18/2016,5,8,8,1,normal,1.0,5,82.0,0.0,V Kohli,M Chinnaswamy Stadium,KN Ananthapadmanabhan,M Erasmus,
626,626,,,627,2016,10,5/19/2016,6,3,3,1,normal,0.0,3,0.0,6.0,DR Smith,Green Park,AK Chaudhary,CK Nandan,
627,627,,,628,2016,27,5/20/2016,1,7,7,1,normal,0.0,7,0.0,6.0,KK Nair,Shaheed Veer Narayan Singh International Stadium,A Nand Kishore,BNJ Oxenford,
628,628,,,629,2016,26,5/21/2016,8,14,8,2,normal,0.0,14,0.0,4.0,MS Dhoni,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,HDPK Dharmasena,Nitin Menon,
629,629,,,630,2016,10,5/21/2016,2,3,3,1,normal,0.0,3,0.0,6.0,SK Raina,Green Park,AK Chaudhary,CK Nandan,
630,630,,,631,2016,7,5/22/2016,6,1,1,1,normal,0.0,6,22.0,0.0,YK Pathan,Eden Gardens,KN Ananthapadmanabhan,M Erasmus,
631,631,,,632,2016,27,5/22/2016,7,5,5,1,normal,0.0,5,0.0,6.0,V Kohli,Shaheed Veer Narayan Singh International Stadium,A Nand Kishore,BNJ Oxenford,
632,632,,,633,2016,5,5/24/2016,3,5,5,1,normal,0.0,5,0.0,4.0,AB de Villiers,M Chinnaswamy Stadium,AK Chaudhary,HDPK Dharmasena,
633,633,,,634,2016,8,5/25/2016,1,6,6,1,normal,0.0,1,22.0,0.0,MC Henriques,Feroz Shah Kotla,M Erasmus,C Shamshuddin,
634,634,,,635,2016,8,5/27/2016,3,1,1,1,normal,0.0,1,0.0,4.0,DA Warner,Feroz Shah Kotla,M Erasmus,CK Nandan,
635,635,,,636,2016,5,5/29/2016,1,5,1,2,normal,0.0,1,8.0,0.0,BCJ Cutting,M Chinnaswamy Stadium,HDPK Dharmasena,BNJ Oxenford,
636,636,,,637,2018,6,7-Apr,2,9,9,1,,,9,,,,,,,
637,637,,,638,2018,32,8-Apr,7,8,8,1,,,8,,,,,,,
638,638,,,639,2018,7,4/8/2018,5,6,6,1,,,6,,,,,,,
639,639,,,640,2018,1,9-Apr,10,1,1,1,,,10,,,,,,,
640,640,,,641,2018,12,4/10/2018,6,9,9,1,,,9,,,,,,,
641,641,,,642,2018,11,11-Apr,10,7,7,1,,,10,,,,,,,
642,642,,,643,2018,1,4/12/2018,2,1,1,1,,,1,,,,,,,
643,643,,,644,2018,5,13-Apr,8,5,5,1,,,5,,,,,,,
644,644,,,645,2018,6,14-Apr,2,7,7,1,,,7,,,,,,,
645,645,,,646,2018,7,14-Apr,6,1,1,1,,,1,,,,,,,
646,646,,,647,2018,5,15-Apr,10,5,5,1,,,10,,,,,,,
647,647,,,648,2018,32,15-Apr,8,9,9,1,,,8,,,,,,,
648,648,,,649,2018,7,16-Apr,6,7,7,1,,,6,,,,,,,
649,649,,,650,2018,6,17-Apr,2,5,5,1,,,2,,,,,,,
650,650,,,651,2018,11,18-Apr,10,6,6,1,,,6,,,,,,,
651,651,,,652,2018,32,19-Apr,8,1,8,2,,,8,,,,,,,
652,652,,,653,2018,2,20-Apr,9,10,10,1,,,9,,,,,,,
653,653,,,654,2018,7,21-Apr,6,8,8,1,,,8,,,,,,,
654,654,,,655,2018,5,21-Apr,7,5,5,1,,,5,,,,,,,
655,655,,,656,2018,1,22-Apr,9,1,1,1,,,9,,,,,,,
656,656,,,657,2018,11,22-Apr,2,10,2,2,,,10,,,,,,,
657,657,,,658,2018,8,23-Apr,8,7,7,1,,,8,,,,,,,
658,658,,,659,2018,6,24-Apr,1,2,2,1,,,1,,,,,,,
659,659,,,660,2018,5,25-Apr,5,9,9,1,,,9,,,,,,,
660,660,,,661,2018,1,26-Apr,1,8,8,1,,,1,,,,,,,
661,661,,,662,2018,8,27-Apr,7,6,6,1,,,7,,,,,,,
662,662,,,663,2018,2,28-Apr,9,2,2,1,,,2,,,,,,,
663,663,,,664,2018,11,29-Apr,1,10,1,2,,,1,,,,,,,
664,664,,,665,2018,5,29-Apr,6,5,6,1,,,6,,,,,,,
665,665,,,666,2018,2,30-Apr,9,7,7,1,,,9,,,,,,,
666,666,,,667,2018,5,1-May,5,2,2,1,,,5,,,,,,,
667,667,,,668,2018,8,2-May,7,10,10,1,,,7,,,,,,,
668,668,,,669,2018,7,3-May,6,9,6,1,,,6,,,,,,,
669,669,,,670,2018,4,4-May,8,2,2,1,,,2,,,,,,,
